timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,is_external
438281420,438280490,396825,-0.15378788,-0.13484848,0.18484847,nan,0,0
438302672,438301752,396825,-0.15378788,-0.13181818,0.17575757,nan,0,0
439284429,439283511,396825,-0.15681818,-0.13333333,0.18787879,nan,0,0
440286679,440285759,396825,-0.1810606,-0.12424242,0.1621212,nan,0,0
441288857,441287938,396825,-0.15833333,-0.1340909,0.18257575,nan,0,0
442269409,442268490,396825,-0.18181817,-0.12424242,0.16439393,nan,0,0
443271969,443271048,396825,-0.15378788,-0.13181818,0.17727272,nan,0,0
444273768,444272848,396825,-0.16136363,-0.13181818,0.17727272,nan,0,0
445276182,445275217,396825,-0.1560606,-0.1310606,0.17878787,nan,0,0
446278416,446277497,396825,-0.16060606,-0.13181818,0.17878787,nan,0,0
447280611,447279688,396825,-0.15757576,-0.1340909,0.19166666,nan,0,0
448283475,448282552,396825,-0.15530303,-0.13181818,0.18484847,nan,0,0
449285624,449284700,396825,-0.17348485,-0.13181818,0.18333332,nan,0,0
450288169,450287250,396825,-0.15303029,-0.13030303,0.1810606,nan,0,0
451269012,451268093,396825,-0.16893938,-0.13181818,0.15681818,nan,0,0
452271289,452270369,396825,-0.052272726,-0.15530303,0.19772726,nan,0,0
453274072,453273152,396825,0.028030302,-0.10151515,0.3333333,nan,0,0
454276183,454275261,396825,-0.015151515,-0.089393936,0.31136364,nan,0,0
455278339,455277421,396825,0.01590909,-0.08863636,0.36893937,nan,0,0
456280862,456279937,396825,0.008333333,-0.08484848,0.37045452,nan,0,0
457282736,457281816,396825,-0.0045454544,-0.076515146,0.3409091,nan,0,0
458285253,458284334,396825,0.009848485,-0.08484848,0.36136362,nan,0,0
459287732,459286813,396825,0.00530303,-0.08333333,0.3651515,nan,0,0
460289617,460288695,396825,0.009848485,-0.086363636,0.3651515,nan,0,0
461270698,461269779,396825,0.008333333,-0.087878786,0.3409091,nan,0,0
462272702,462271784,396825,0.009090909,-0.08863636,0.36666664,nan,0,0
463274898,463273975,396825,-0.013636364,-0.0780303,0.3469697,nan,0,0
464277640,464276715,396825,0.025757575,-0.071969695,0.3560606,nan,0,0
465279525,465278578,396825,0.006818182,-0.049999997,0.35757574,nan,0,0
466282384,466281465,396825,-0.024999999,-0.043181818,0.37045452,nan,0,0
467284196,467283277,396825,-0.01060606,-0.08030303,0.34469697,nan,0,0
468286118,468285185,396825,0.00075757573,-0.07954545,0.32575756,nan,0,0
469289023,469288104,396825,0.008333333,-0.087878786,0.32651514,nan,0,0
470291047,470290106,396825,-0.01060606,-0.08712121,0.38181818,nan,0,0
471271932,471271013,396825,-0.00530303,-0.07575757,0.39242423,nan,0,0
472274152,472273233,396825,-0.05681818,-0.07878788,0.37651515,nan,0,0
473276070,473275150,396825,-0.071969695,-0.12727273,0.3219697,nan,0,0
474278609,474277688,396825,-0.11515151,-0.19015151,0.22575757,nan,0,0
475280405,475279488,396825,-0.098484844,-0.20075756,0.24621211,nan,0,0
476282152,476281234,396825,-0.096969694,-0.19545454,0.25681818,nan,0,0
477284770,477283850,396825,-0.096969694,-0.19318181,0.24621211,nan,0,0
478287204,478286262,396825,-0.11666666,-0.18939394,0.23484848,nan,0,0
479289405,479288486,396825,-0.09772727,-0.19393939,0.24393938,nan,0,0
480270344,480269390,396825,-0.11666666,-0.18181817,0.22045454,nan,0,0
481272422,481271503,396825,-0.09469697,-0.19242424,0.23863636,nan,0,0
482275052,482274130,396825,-0.09469697,-0.19166666,0.24015151,nan,0,0
